      No     Day     Mon    Year  Qobs_0000000001  Qsim_0000000001  Qobs_0000000002  Qsim_0000000002  Qobs_0000000003  Qsim_0000000003
    6864      17      10    2015        1.4770000        1.6830675        1.0000000        0.6730570        0.6600000        0.3048029
    6865      18      10    2015        1.3580000        1.1641412        0.8600000        0.5921039        0.5300000        0.2676531
    6866      19      10    2015        1.2210000        1.2230135        0.7500000        0.7146285        0.4500000        0.3679111
    6867      20      10    2015        1.3740000        1.2559572        0.8900000        0.6211638        0.4800000        0.3723094
    6868      21      10    2015        1.4850000        1.0344073        0.8900000        0.6278869        0.4800000        0.3189777
    6869      22      10    2015        1.2450000        0.9005014        0.7700000        0.5852334        0.4000000        0.2965074
    6870      23      10    2015        1.2230000        0.8410889        0.6900000        0.5381225        0.3500000        0.2837195
    6871      24      10    2015        1.2700000        0.7915261        0.6300000        0.5047686        0.3300000        0.2697025
    6872      25      10    2015        1.1900000        0.7400278        0.6100000        0.4799830        0.3000000        0.2572242
    6873      26      10    2015        1.1570000        0.6931054        0.5800000        0.4577074        0.2900000        0.2458530
    6874      27      10    2015        0.9740000        0.6546930        0.5200000        0.4372859        0.2600000        0.2356667
    6875      28      10    2015        0.8920000        0.6221896        0.4700000        0.4188765        0.2500000        0.2265145
    6876      29      10    2015        0.8920000        0.5933454        0.4600000        0.4022814        0.2600000        0.2182657
    6877      30      10    2015        0.8920000        0.5673706        0.4600000        0.3873037        0.2600000        0.2108087
    6878      31      10    2015        0.8800000        0.5440139        0.4600000        0.3737458        0.2600000        0.2040532
    6879       1      11    2015        0.8920000        0.5230090        0.4500000        0.3614403        0.2500000        0.1979184
    6880       2      11    2015        0.8920000        0.5040941        0.3900000        0.3502446        0.2400000        0.1923334
    6881       3      11    2015        0.8920000        0.4870385        0.3700000        0.3400333        0.2400000        0.1872365
    6882       4      11    2015        0.8920000        0.4725771        0.3700000        0.3309943        0.2400000        0.1825773
    6883       5      11    2015        0.8400000        0.4623498        0.3700000        0.3237617        0.2300000        0.1783448
    6884       6      11    2015        0.8070000        0.4915850        0.3700000        0.3339120        0.2200000        0.1858456
    6885       7      11    2015        0.8740000        0.5035555        0.3700000        0.3331560        0.2200000        0.1878064
    6886       8      11    2015        0.8110000        0.4875136        0.3700000        0.3329807        0.2200000        0.1839483
    6887       9      11    2015        0.8070000        0.4765423        0.3700000        0.3305771        0.2300000        0.1838177
    6888      10      11    2015        0.8070000        0.4724393        0.3500000        0.3279357        0.2000000        0.1898828
    6889      11      11    2015        0.8070000        0.4682994        0.3400000        0.3272288        0.2200000        0.1893554
    6890      12      11    2015        0.8070000        0.4623243        0.3600000        0.3253342        0.2200000        0.1834587
    6891      13      11    2015        0.8070000        0.4607127        0.3400000        0.3249654        0.2000000        0.1966731
    6892      14      11    2015        0.8040000        0.8879065        0.3400000        0.5380786        0.2300000        0.4514141
    6893      15      11    2015        0.9720000        1.3300211        0.5000000        0.7048939        0.4600000        0.7484252
    6894      16      11    2015        1.2340000        1.2462299        0.8800000        0.8780435        0.6100000        0.8101764
    6895      17      11    2015        1.2420000        1.1184148        0.8300000        1.1333057        0.6300000        1.0413585
    6896      18      11    2015        1.3350000        1.1879593        1.1100000        1.2368198        0.9200000        1.0012059
    6897      19      11    2015        1.5290000        1.4577774        1.0700000        1.3793088        0.8900000        1.1233206
    6898      20      11    2015        1.4600000        1.6214967        1.0000000        1.3794464        0.9100000        1.0874059
    6899      21      11    2015        1.4160000        1.6343109        0.9400000        1.3679317        0.8200000        0.9039902
    6900      22      11    2015        1.3700000        1.9140311        0.8200000        1.3431201        0.7200000        0.7954465
    6901      23      11    2015        1.2850000        1.9702164        0.7600000        1.1253846        0.6400000        0.7076637
